year,sex,name,n,prop
2000,F,Paulina,574,2.8774e-4
2000,F,Mayra,572,2.8673e-4
2000,F,Zaria,568,2.8473e-4
2000,F,Skye,566,2.8373e-4
2000,F,Cora,564,2.8272e-4
2000,F,Brisa,562,2.8172e-4
2000,F,Emilie,562,2.8172e-4
2000,F,Felicia,562,2.8172e-4
2000,F,Tianna,562,2.8172e-4
2000,F,Larissa,561,2.8122e-4
2000,F,Macie,561,2.8122e-4
2000,F,Aurora,557,2.7921e-4
2000,F,Sage,557,2.7921e-4
2000,F,Lucia,552,2.7671e-4
2000,F,Alma,547,2.742e-4
2000,F,Chasity,547,2.742e-4
2000,F,Ann,546,2.737e-4
2000,F,Deborah,546,2.737e-4
2000,F,Nichole,545,2.732e-4
2000,F,Jayden,542,2.717e-4
2000,F,Alanna,541,2.7119e-4
2000,F,Malia,541,2.7119e-4
2000,F,Carlie,540,2.7069e-4
2000,F,Angie,539,2.7019e-4
2000,F,Nora,539,2.7019e-4
2000,F,Sylvia,539,2.7019e-4
2000,F,Carrie,536,2.6869e-4
2000,F,Kailee,536,2.6869e-4
2000,F,Elaina,534,2.6769e-4
2000,F,Sonia,532,2.6668e-4
2000,F,Barbara,524,2.6267e-4
2000,F,Kenya,524,2.6267e-4
2000,F,Genevieve,523,2.6217e-4
2000,F,Piper,522,2.6167e-4
2000,F,Marilyn,520,2.6067e-4
2000,F,Amari,519,2.6017e-4
2000,F,Macey,518,2.5966e-4
2000,F,Marlene,518,2.5966e-4
2000,F,Julianne,512,2.5666e-4
2000,F,Tayler,512,2.5666e-4
2000,F,Brooklynn,510,2.5565e-4
2000,F,Lorena,510,2.5565e-4
2000,F,Perla,510,2.5565e-4
2000,F,Elisa,509,2.5515e-4
2000,F,Eden,505,2.5315e-4
2000,F,Kaley,505,2.5315e-4
2000,F,Leilani,505,2.5315e-4
2000,F,Miracle,504,2.5265e-4
2000,F,Devin,502,2.5164e-4
2000,F,Aileen,501,2.5114e-4
2000,F,Chyna,500,2.5064e-4
2000,F,Esperanza,499,2.5014e-4
2000,F,Athena,498,2.4964e-4
2000,F,Regina,497,2.4914e-4
2000,F,Adrienne,496,2.4864e-4
2000,F,Shyanne,491,2.4613e-4
2000,F,Luz,489,2.4513e-4
2000,F,Tierra,488,2.4463e-4
2000,F,Clare,485,2.4312e-4
2000,F,Cristal,484,2.4262e-4
2000,F,Eliana,483,2.4212e-4
2000,F,Kelli,483,2.4212e-4
2000,F,Eve,482,2.4162e-4
2000,F,Sydnee,482,2.4162e-4
2000,F,Madelynn,481,2.4112e-4
2000,F,Breana,480,2.4062e-4
2000,F,Melina,480,2.4062e-4
2000,F,Arielle,479,2.4011e-4
2000,F,Justice,477,2.3911e-4
2000,F,Toni,477,2.3911e-4
2000,F,Corinne,476,2.3861e-4
2000,F,Abbigail,475,2.3811e-4
2000,F,Maia,475,2.3811e-4
2000,F,Tess,475,2.3811e-4
2000,F,Ciera,474,2.3761e-4
2000,F,Ebony,474,2.3761e-4
2000,F,Lena,474,2.3761e-4
2000,F,Maritza,474,2.3761e-4
2000,F,Lexie,471,2.361e-4
2000,F,Isis,469,2.351e-4
2000,F,Aimee,468,2.346e-4
2000,F,Leticia,468,2.346e-4
2000,F,Sydni,468,2.346e-4
2000,F,Sarai,465,2.331e-4
2000,F,Halie,464,2.326e-4
2000,F,Alivia,463,2.3209e-4
2000,F,Destiney,463,2.3209e-4
2000,F,Laurel,463,2.3209e-4
2000,F,Edith,462,2.3159e-4
2000,F,Fernanda,461,2.3109e-4
2000,F,Carina,460,2.3059e-4
2000,F,Amya,458,2.2959e-4
2000,F,Destini,458,2.2959e-4
2000,F,Aspen,455,2.2808e-4
2000,F,Nathalie,454,2.2758e-4
2000,F,Paula,454,2.2758e-4
2000,F,Tanya,454,2.2758e-4
2000,F,Tina,454,2.2758e-4
2000,F,Frances,453,2.2708e-4
2000,F,Christian,452,2.2658e-4
2000,F,Elaine,452,2.2658e-4
2000,F,Shayna,449,2.2508e-4
2000,F,Aniya,448,2.2457e-4
2000,F,Mollie,448,2.2457e-4
2000,F,Ryan,448,2.2457e-4
2000,F,Essence,447,2.2407e-4
2000,F,Simone,447,2.2407e-4
2000,F,Kyleigh,443,2.2207e-4
2000,F,Nikki,443,2.2207e-4
2000,F,Anya,439,2.2006e-4
2000,F,Reyna,438,2.1956e-4
2000,F,Savanah,438,2.1956e-4
2000,F,Kaylyn,437,2.1906e-4
2000,F,Nicolette,437,2.1906e-4
2000,F,Abbie,432,2.1655e-4
2000,F,Montana,432,2.1655e-4
2000,F,Kailyn,431,2.1605e-4
2000,F,Itzel,430,2.1555e-4
2000,F,Leila,427,2.1405e-4
2000,F,Cayla,425,2.1305e-4
2000,F,Stacy,425,2.1305e-4
2000,F,Robin,423,2.1204e-4
2000,F,Araceli,422,2.1154e-4
2000,F,Candace,421,2.1104e-4
2000,F,Dulce,421,2.1104e-4
2000,F,Noemi,420,2.1054e-4
2000,F,Aleah,419,2.1004e-4
2000,F,Jewel,419,2.1004e-4
2000,F,Ally,418,2.0954e-4
2000,F,Mara,418,2.0954e-4
2000,F,Nayeli,418,2.0954e-4
2000,F,Karlee,417,2.0904e-4
2000,F,Keely,416,2.0853e-4
2000,F,Micaela,416,2.0853e-4
2000,F,Alisa,415,2.0803e-4
2000,F,Desirae,414,2.0753e-4
2000,F,Leanna,414,2.0753e-4
2000,F,Antonia,413,2.0703e-4
2000,F,Brynn,412,2.0653e-4
2000,F,Jaelyn,412,2.0653e-4
2000,F,Judith,412,2.0653e-4
2000,F,Raegan,411,2.0603e-4
2000,F,Katelin,409,2.0502e-4
2000,F,Sienna,409,2.0502e-4
2000,F,Celia,408,2.0452e-4
2000,F,Yvette,407,2.0402e-4
2000,F,Juliet,405,2.0302e-4
2000,F,Anika,402,2.0152e-4
2000,F,Emilia,402,2.0152e-4
2000,F,Calista,401,2.0101e-4
2000,F,Carlee,401,2.0101e-4
2000,F,Eileen,401,2.0101e-4
2000,F,Kianna,401,2.0101e-4
2000,F,Thalia,398,1.9951e-4
2000,F,Rylie,397,1.9901e-4
2000,F,Rosemary,396,1.9851e-4
2000,F,Daphne,395,1.9801e-4
2000,F,Kacie,395,1.9801e-4
2000,F,Karli,394,1.9751e-4
2000,F,Micah,393,1.97e-4
2000,F,Ericka,392,1.965e-4
2000,F,Jadyn,392,1.965e-4
2000,F,Lyndsey,392,1.965e-4
2000,F,Hana,391,1.96e-4
2000,F,Haylie,391,1.96e-4
2000,F,Madilyn,391,1.96e-4
2000,F,Blanca,389,1.95e-4
2000,F,Laila,389,1.95e-4
2000,F,Kayley,388,1.945e-4
2000,F,Katarina,387,1.94e-4
2000,F,Kellie,386,1.935e-4
2000,F,Maribel,384,1.9249e-4
2000,F,Sandy,384,1.9249e-4
2000,F,Joselyn,381,1.9099e-4
2000,F,Kaelyn,380,1.9049e-4
2000,F,Kathy,379,1.8999e-4
2000,F,Madisen,378,1.8948e-4
2000,F,Carson,377,1.8898e-4
2000,F,Margarita,377,1.8898e-4
2000,F,Stella,376,1.8848e-4
2000,F,Juliette,373,1.8698e-4
2000,F,Devon,371,1.8598e-4
2000,F,Bria,370,1.8547e-4
2000,F,Camila,370,1.8547e-4
2000,F,Donna,369,1.8497e-4
2000,F,Helena,367,1.8397e-4
2000,F,Lea,367,1.8397e-4
2000,F,Jazlyn,366,1.8347e-4
2000,F,Jazmyn,365,1.8297e-4
2000,F,Skyla,364,1.8247e-4
2000,F,Christy,362,1.8146e-4
2000,F,Katharine,362,1.8146e-4
2000,F,Joyce,361,1.8096e-4
2000,F,Karlie,361,1.8096e-4
2000,F,Lexus,360,1.8046e-4
2000,F,Alessandra,359,1.7996e-4
2000,F,Salma,359,1.7996e-4
2000,F,Delilah,358,1.7946e-4
2000,F,Moriah,358,1.7946e-4
2000,F,Beatriz,357,1.7896e-4
2000,F,Celine,357,1.7896e-4
2000,F,Lizeth,357,1.7896e-4
2000,F,Brianne,355,1.7796e-4
2000,F,Kourtney,353,1.7695e-4
2000,F,Sydnie,352,1.7645e-4
2000,F,Stacey,350,1.7545e-4
2000,F,Mariam,349,1.7495e-4
2000,F,Robyn,349,1.7495e-4
2000,F,Hayden,348,1.7445e-4
2000,F,Janessa,346,1.7344e-4
2000,F,Kenzie,345,1.7294e-4
2000,F,Jalyn,343,1.7194e-4
2000,F,Sheila,343,1.7194e-4
2000,F,Meaghan,342,1.7144e-4
2000,F,Aisha,341,1.7094e-4
2000,F,Shawna,341,1.7094e-4
2000,F,Jaida,340,1.7044e-4
2000,F,Estrella,339,1.6993e-4
2000,F,Marley,337,1.6893e-4
2000,F,Melinda,337,1.6893e-4
2000,F,Ayana,336,1.6843e-4
2000,F,Karly,336,1.6843e-4
2000,F,Devyn,335,1.6793e-4
2000,F,Nataly,335,1.6793e-4
2000,F,Loren,334,1.6743e-4
2000,F,Rosalinda,334,1.6743e-4
